_id,_importdate,case_t,district,case_f,build_name,location,landa,landa_z,sdate,scnt,trans_target,sbuild,tbuild,buitype,pbuild,mbuild,fdate,farea,build_r,build_l,build_b,build_p,rule,build_c,tprice,uprice,upnote,parktype,parea,pprice,elevator,mb_area,sb_area,pu_area,rmnote,longitude,latitude,metro_in500,metro_in1000,metro_in1500
510,"{'date': '2024-12-18 10:34:29.199681', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,內湖區,房屋,,臺北市成功路二段426巷10號三樓,0.0,,1131105,土地:建物:1車位:,,三層,4.0,公寓(無電梯),住家用,,,27.3,3.0,1.0,1.0,有,無,有,3,915.75,否,,0.0,0,,,,,,121.5893586,25.07111639999998,0,1,1
511,"{'date': '2024-12-18 10:34:29.201101', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物),,臺北市大湖山莊街219巷34弄1號四樓,4.63,,1130904,土地:1建物:1車位:,,四層,,華廈(10層含以下有電梯),住家用,,,16.48,1.0,1.0,1.0,有,有,,1303,79.07,否,,0.0,0,有,,,,,121.599625,25.08951500000002,0,2,2
512,"{'date': '2024-12-18 10:34:29.202487', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中山區,房地(土地+建物)+車位,,臺北市林森北路107巷65號五樓之1,5.31,,1131027,土地:1建物:1車位:1,,五層,,華廈(10層含以下有電梯),見其他登記事項,,,28.31,2.0,1.0,2.0,有,有,,2180,77.0,是,升降機械1,3.89,0,有,,,,建築物含有：陽台外推、夾層、其他增建。,121.5273318,25.04987710000002,0,7,16
513,"{'date': '2024-12-18 10:34:29.203860', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物),吾雙,臺北市大安區信義路四段408號,2.24,,1131106,土地:19建物:1車位:,B棟B8-11F號,十一層,31.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,25.76,0.0,0.0,1.0,有,,,4610,178.96,否,,0.0,0,,14.46,1.56,9.75,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
514,"{'date': '2024-12-18 10:34:29.206668', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,5.14,,1131024,土地:6建物:1車位:1,0棟A1-11F號,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,49.2,3.0,2.0,2.0,有,,,4665,113.99,否,坡道平面1,11.17,330,,22.61,1.94,24.64,,121.5715037999999,25.08608229999997,0,2,2
515,"{'date': '2024-12-18 10:34:29.208071', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物),吾雙,臺北市大安區信義路四段408號,2.57,,1131017,土地:19建物:1車位:,B棟B5-31F號,三十一層,31.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,29.69,2.0,2.0,1.0,有,,,6438,216.84,否,,0.0,0,,17.15,2.32,10.23,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
516,"{'date': '2024-12-18 10:34:29.209647', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,土地,,臺北市漢中段三小段0674-0000地號,0.29,,1131120,土地:1建物:0車位:,,,,,,,,0.0,,,,無,無,,53,182.76,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,121.5654177,25.03296939999999,2,3,6
517,"{'date': '2024-12-18 10:34:29.211051', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市忠孝東路一段84巷2號十樓之5,0.0,,1131101,土地:建物:1車位:,,十層,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,21.54,1.0,1.0,1.0,有,有,有,7,3249.77,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費、水費、電費、網路費、其他-有線電視費用。,121.5239056,25.04424049999999,1,5,18
518,"{'date': '2024-12-18 10:34:29.212418', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物),吾雙,臺北市大安區信義路四段408號,3.16,,1130923,土地:19建物:1車位:,B棟B2-11F號,十一層,31.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,36.43,0.0,0.0,1.0,有,,,6618,181.66,否,,0.0,0,,21.26,1.38,13.79,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
519,"{'date': '2024-12-18 10:34:29.213782', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,南港區,房屋,,臺北市南港路一段131號,0.0,,1131106,土地:0建物:1車位:,,見其他登記事項,1.0,透天厝,住家用,,,20.66,,,,無,有,無,8,0.0,-,,0.0,0,,,,,租金：含稅。,121.6140704,25.0549537,3,6,8
520,"{'date': '2024-12-18 10:34:29.215200', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物),,臺北市成功路四段48號九樓,3.7,,1130929,土地:1建物:1車位:,,九層,,大樓(11層含以上有電梯),商業用,,,39.55,4.0,2.0,2.0,有,有,,2610,65.99,否,,0.0,0,有,,,,建築物含有：其他增建。,121.5920477,25.08217360000003,1,2,3
521,"{'date': '2024-12-18 10:34:29.216625', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,內湖區,房屋,,臺北市陽光街92巷29號,0.0,,1131106,土地:建物:1車位:,,一層,5.0,公寓(無電梯),商業用,,,29.86,3.0,3.0,3.0,有,無,無,3,1004.69,否,,0.0,0,,,,,,121.5850966,25.07630109999998,1,1,2
522,"{'date': '2024-12-18 10:34:29.217997', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,士林區,房地(土地+建物)+車位,,臺北市中山北路七段114巷1號八樓,11.0,,1091212,土地:1建物:1車位:1,,八層,,華廈(10層含以下有電梯),見其他登記事項,,,57.22,3.0,2.0,2.0,有,有,,5100,92.97,否,坡道平面1,5.05,250,有,,,,預售屋、或土地及建物分件登記案件。原買方於113年9月20日簽立權利轉讓協議書，總價款不變。,121.532141,25.12215889999999,0,0,0
523,"{'date': '2024-12-18 10:34:29.219227', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市汀州路二段261號四樓,0.0,,1131103,土地:建物:車位:,,四層,5.0,公寓(無電梯),住家用,,,4.33,5.0,1.0,2.0,有,無,有,1,2309.47,否,,0.0,0,,,,,租金：含下列其他衍生費用：網路費。,121.5234824,25.02285350000001,3,3,8
524,"{'date': '2024-12-18 10:34:29.220576', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大安區,房屋,,臺北市大安路二段139號四樓,0.0,,1131105,土地:建物:1車位:,,四層,4.0,公寓(無電梯),,,,29.01,3.0,2.0,2.0,有,無,有,3,1130.64,否,,0.0,0,,,,,其他：續租案件。,121.5461772,25.02855,1,6,11
525,"{'date': '2024-12-18 10:34:29.221777', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,北投區,房地(土地+建物)+車位,遠雄泱玥,臺北市北投區福真路,8.34,,1131016,土地:1建物:1車位:1,A01棟F10號,十層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,54.63,3.0,2.0,2.0,有,,,5798,117.26,否,坡道平面1,7.87,315,,27.45,2.94,24.23,,121.5053002,25.09818089999997,0,0,0
526,"{'date': '2024-12-18 10:34:29.223073', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物),,臺北市新明路333巷4號二樓,13.31,,1131005,土地:1建物:1車位:,,"二層,陽台",,公寓(5樓含以下無電梯),工業用,,,31.44,0.0,1.0,2.0,有,無,,1460,46.44,否,,0.0,0,無,,,,建築物含有：陽台外推、其他增建。其他增建: 鐵鋁窗增建,121.5838148,25.05630880000001,0,1,3
527,"{'date': '2024-12-18 10:34:29.224369', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,房地(土地+建物),,臺北市民和街100號七樓之3,7.57,,1131113,土地:1建物:1車位:,,七層,,大樓(11層含以上有電梯),見其他登記事項,,,45.49,3.0,2.0,2.0,有,有,,3728,81.95,否,,0.0,0,有,,,,,121.5654268,25.0329636,2,3,6
528,"{'date': '2024-12-18 10:34:29.225729', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市南京西路288號二樓之9,0.0,,1130712,土地:建物:車位:,,二層,19.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,7.0,9.0,0.0,9.0,有,有,有,3,3714.29,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,121.513958,25.05392699999998,0,8,15
529,"{'date': '2024-12-18 10:34:29.227136', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市杭州北路28號六樓,0.0,,1131107,土地:建物:1車位:,,六層,12.0,住宅大樓(11層含以上有電梯),商業用,,,41.68,3.0,2.0,2.0,有,有,無,5,1295.59,否,,0.0,0,,,,,承租人：多人共同承租，共2人。,121.527065,25.04533580000001,1,6,15
530,"{'date': '2024-12-18 10:34:29.228547', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,松山區,土地,,臺北市敦化段三小段0518-0000地號,0.51,,1131116,土地:1建物:0車位:,,,,,,,,0.0,,,,無,無,,12,23.53,-,,0.0,0,無,,,,,121.5639969,25.037531,2,4,6
531,"{'date': '2024-12-18 10:34:29.229966', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,房地(土地+建物),,臺北市萬大路97號,11.53,,1130818,土地:2建物:1車位:,,"一層,騎樓",,公寓(5樓含以下無電梯),見使用執照,,,41.46,0.0,2.0,2.0,有,無,,2698,65.07,否,,0.0,0,無,,,,建築物含有：其他增建。,121.5007044,25.03002429999996,0,1,2
532,"{'date': '2024-12-18 10:34:29.231290', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,北投區,房屋,,臺北市稻香路37巷15號,0.0,,1131107,土地:建物:1車位:,,一層,2.0,公寓(無電梯),住家用,,,15.43,2.0,1.0,1.0,有,無,無,1,907.32,否,,0.0,0,,,,,,121.4895334,25.13929759999998,1,1,2
533,"{'date': '2024-12-18 10:34:29.232685', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,士林區,房屋,,臺北市社子街112巷1號三樓,0.0,,1131105,土地:建物:1車位:,,三層,3.0,公寓(無電梯),住家用,,,24.7,3.0,2.0,1.0,有,無,有,2,931.17,否,,0.0,0,,,,,,121.5052559,25.08763930000002,0,0,0
534,"{'date': '2024-12-18 10:34:29.234067', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,北投區,房屋,,臺北市西安街二段245號五樓,0.0,,1131106,土地:建物:車位:,,五層,6.0,華廈(10層含以下有電梯),住家用,,,8.25,8.0,0.0,8.0,有,無,有,1,1454.55,否,,0.0,0,,,,,租金：含下列其他衍生費用：水費、瓦斯費。,121.508298,25.12013750000001,0,2,2
535,"{'date': '2024-12-18 10:34:29.235397', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,北投區,房屋,,臺北市大度路三段301巷61之1號,0.0,,1130910,土地:建物:車位:,,一層,4.0,公寓(無電梯),住家用,,,9.01,4.0,0.0,4.0,有,無,有,1,1109.88,否,,0.0,0,,,,,其他：續租案件。,121.4659445,25.12146989999998,1,1,3
536,"{'date': '2024-12-18 10:34:29.236807', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市南京西路288號二樓之9,0.0,,1130503,土地:建物:車位:,,二層,19.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,6.6,9.0,0.0,9.0,有,有,有,2,3030.3,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。特殊交易情況、條件：親友、員工、共有人或其他特殊關係間之租賃、急出租／急承租。,121.513958,25.05392699999998,0,8,15
537,"{'date': '2024-12-18 10:34:29.238195', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市汀州路一段140巷44號,0.0,,1131105,土地:建物:車位:,,一層,2.0,公寓(無電梯),,,,5.7,5.0,0.0,5.0,有,無,有,2,3421.05,否,,0.0,0,,,,,租金：含下列其他衍生費用：水費、網路費、其他-垃圾處理費。,121.5073622,25.02968930000002,0,1,6
538,"{'date': '2024-12-18 10:34:29.239634', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物)+車位,,臺北市民權東路六段210巷23號六樓,9.64,,1130910,土地:1建物:3車位:2,,六層,,華廈(10層含以下有電梯),住家用,,,96.97,3.0,2.0,2.0,有,有,,5058,52.16,是,"坡道平面1,塔式車位1",0.0,0,有,,,,建築物含有：其他增建。,121.5978341,25.06655490000001,0,0,2
539,"{'date': '2024-12-18 10:34:29.241080', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大安區,房地(土地+建物),,臺北市復興南路一段135巷17號八樓之4,2.51,,1130831,土地:2建物:1車位:,,"八層,陽臺",,大樓(11層含以上有電梯),住家用,,,17.34,1.0,1.0,1.0,有,有,,1682,97.0,否,,0.0,0,有,,,,,121.5451562,25.04268620000001,4,4,18
540,"{'date': '2024-12-18 10:34:29.242502', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,內湖區,房屋,,臺北市文德路163號二樓,33.45,,1131103,土地:1建物:1車位:,,二層,5.0,公寓(無電梯),住家用,,,41.49,3.0,2.0,2.0,有,有,無,3,819.47,否,,0.0,0,,,,,,121.585203,25.078821,1,1,2
541,"{'date': '2024-12-18 10:34:29.243946', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市中山北路二段59巷27弄18號,0.0,,1131106,土地:建物:1車位:,,見其他登記事項,1.0,透天厝,,,,15.5,2.0,2.0,1.0,有,無,無,2,0.0,-,,0.0,0,,,,,,121.5245638,25.0557609,3,11,14
542,"{'date': '2024-12-18 10:34:29.245230', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,5.36,,1131021,土地:6建物:1車位:1,0棟A3-10F號,十層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,50.81,3.0,2.0,2.0,有,,,4777,112.44,否,坡道平面1,11.17,320,,24.0,1.59,25.21,,121.5715037999999,25.08608229999997,0,2,2
543,"{'date': '2024-12-18 10:34:29.246541', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大安區,房地(土地+建物)+車位,,臺北市復興南路一段370號五樓,30.71,,1131112,土地:1建物:3車位:3,,五層,,大樓(11層含以上有電梯),商業用,,,356.42,,,,無,有,,30627,85.93,是,坡道平面3,0.0,978,有,,,,,121.5433509,25.03473130000001,4,11,16
544,"{'date': '2024-12-18 10:34:29.247842', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中山區,房地(土地+建物)+車位,,臺北市中山北路一段84號五樓之2,1.19,,1130922,土地:1建物:1車位:1,,五層,,大樓(11層含以上有電梯),住家用,,,15.42,1.0,2.0,1.0,有,有,,1540,109.62,否,塔式車位1,2.74,150,有,,,,建築物含有：夾層、其他增建。塔式車位無固定樓層，先到先停。,121.5210754,25.04924199999999,2,8,17
545,"{'date': '2024-12-18 10:34:29.249210', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物)+車位,連雲雲恆,臺北市大安區辛亥路一段,3.77,,1130928,土地:2建物:1車位:2,0棟B-11F號,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,48.02,,,,無,,,5757,152.32,否,其他2,13.77,540,,18.21,4.07,25.74,毛胚屋。雨遮登記不計價,121.5305892,25.02054570000003,1,2,8
546,"{'date': '2024-12-18 10:34:29.250603', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大安區,房地(土地+建物),,臺北市信義路二段198巷42號三樓之10,8.19,,1131019,土地:1建物:1車位:,,三層,,華廈(10層含以下有電梯),住家用,,,30.06,1.0,1.0,1.0,有,有,,2520,83.83,否,,0.0,0,有,,,,建築物含有：陽台外推、其他增建。,121.5314081,25.03021649999999,3,5,16
547,"{'date': '2024-12-18 10:34:29.251967', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,松山區,房地(土地+建物)+車位,,臺北市南京東路四段52巷21號八樓,5.2,,1130821,土地:1建物:1車位:1,,八層,,華廈(10層含以下有電梯),見其他登記事項,,,30.6,2.0,1.0,1.0,有,無,,3000,108.53,否,升降機械1,4.34,150,有,,,,,121.553753,25.0506676,2,4,12
548,"{'date': '2024-12-18 10:34:29.253381', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,松山區,房地(土地+建物)+車位,,臺北市南京東路四段52巷19號九樓,7.44,,1131111,土地:1建物:1車位:1,,九層,,華廈(10層含以下有電梯),見其他登記事項,,,41.94,3.0,2.0,2.0,有,無,,4386,111.73,否,升降機械1,4.34,185,有,,,,,121.5537362,25.05068760000002,2,4,12
549,"{'date': '2024-12-18 10:34:29.254795', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物)+車位,吾雙,臺北市大安區信義路四段408號,2.99,,1130924,土地:19建物:1車位:1,A棟A10-01F號,一層,31.0,店面(店鋪),見其他登記事項,見其他登記事項,,36.34,0.0,0.0,1.0,有,,,5180,183.46,否,坡道平面1,10.83,500,,20.3,0.0,16.04,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
550,"{'date': '2024-12-18 10:34:29.256184', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市南京西路41號八樓之1,0.0,,1131101,土地:建物:1車位:,,八層,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,37.28,1.0,1.0,1.0,有,有,無,7,1837.45,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費。其他：續租案件。,121.5198509,25.05292719999999,4,7,16
551,"{'date': '2024-12-18 10:34:29.257597', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,土地,,臺北市立農段一小段0111-0000地號,15.39,,1131106,土地:1建物:0車位:,,,,,,,,0.0,,,,無,無,,349,22.68,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。113年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,121.503543,25.12030900000001,0,1,2
552,"{'date': '2024-12-18 10:34:29.259027', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中正區,土地,,臺北市永昌段五小段0391-0000地號,0.61,,1131120,土地:3建物:0車位:,,,,,,,,0.0,,,,無,無,,133,218.03,-,,0.0,0,無,,,,,121.5101833999999,25.02715180000002,0,3,6
553,"{'date': '2024-12-18 10:34:29.260441', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,文山區,房地(土地+建物)+車位,將捷旅境.-真境,臺北市文山區木柵路二段１６８巷１號,5.98,,1131102,土地:26建物:1車位:1,A棟A3-9F號,九層,22.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,48.11,3.0,2.0,2.0,有,,,3925,94.0,否,坡道平面1,9.92,335,,22.21,3.44,22.46,雨遮面積登記不計價,121.562478,24.988687,0,0,2
554,"{'date': '2024-12-18 10:34:29.261812', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,北投區,房屋,,臺北市中和街493巷4號三樓,0.0,,1131106,土地:建物:車位:,,三層,5.0,公寓(無電梯),住家用,,,6.54,4.0,0.0,4.0,有,無,有,1,840.98,否,,0.0,0,,,,,,121.4947888,25.14499139999999,0,0,2
555,"{'date': '2024-12-18 10:34:29.263288', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,信義區,房屋,,臺北市松德路25巷58號五樓,0.0,,1131102,土地:建物:車位:,,五層,6.0,華廈(10層含以下有電梯),住家用,,,4.54,5.0,2.0,2.0,有,有,有,2,3744.49,否,,0.0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。,121.577474,25.037844,1,2,5
556,"{'date': '2024-12-18 10:34:29.264869', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,文山區,車位,,臺北市久康街24巷1號等共有部分,0.01,,1131126,土地:1建物:1車位:1,,"一層,二層,三層,四層,五層,六層,七層,屋頂突出物,地下一層",7.0,,共有部分,鋼筋混凝土造,980805.0,2.55,,,,無,有,,70,0.0,-,升降機械1,2.55,70,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。僅車位交易。,121.5654251,24.98926159999998,0,0,2
557,"{'date': '2024-12-18 10:34:29.266778', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中正區,土地,,臺北市永昌段五小段0391-0000地號,0.61,,1131120,土地:3建物:0車位:,,,,,,,,0.0,,,,無,無,,133,218.03,-,,0.0,0,無,,,,,121.5101833999999,25.02715180000002,0,3,6
558,"{'date': '2024-12-18 10:34:29.268494', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,大同區,房地(土地+建物),,臺北市延平北路四段155之1號二樓,3.29,,1131021,土地:3建物:1車位:,,二層,,公寓(5樓含以下無電梯),住家用,,,9.73,,,,無,無,,550,56.53,否,,0.0,0,無,,,,,121.5113062,25.07272169999998,0,1,5
559,"{'date': '2024-12-18 10:34:29.269957', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中山區,房地(土地+建物),,臺北市中山北路二段65巷2弄58號六樓之1,1.74,,1131124,土地:1建物:1車位:,,六層,,華廈(10層含以下有電梯),商業用,,,9.27,2.0,1.0,1.0,有,有,,760,81.98,否,,0.0,0,有,,,,,121.524089,25.05674179999998,3,11,15
